sample_index,cdl,landsat,openstreetmap_raster,sentinel1,sentinel2_l2a,srtm,worldcereal,worldcover,wri_canopy_height_map
1371,0,1,1,1,1,0,1,1,0
1372,0,1,1,1,1,1,1,1,0
1373,0,1,1,1,1,1,1,1,0
1374,0,1,1,1,1,1,1,1,0
1375,0,1,1,1,1,1,1,1,0
1376,0,1,1,1,1,1,1,1,1
1377,0,1,1,1,1,1,1,1,1
1378,0,1,1,1,1,1,1,1,1
1379,0,1,1,1,1,1,1,1,1
1380,0,1,1,1,1,1,1,1,1
1381,0,1,1,1,1,1,1,1,1
1382,0,1,1,1,1,1,1,1,1
1383,0,1,1,1,1,1,1,1,1
1384,0,1,1,1,1,1,1,1,1
1385,0,1,1,1,1,1,1,1,1
1386,0,1,1,1,1,1,1,1,1
1387,0,1,1,1,1,1,1,1,1
1388,0,1,1,1,1,1,1,1,0
1389,0,1,1,1,1,1,1,1,0
1390,0,1,1,1,1,1,1,1,0
1391,0,1,1,1,1,1,1,1,0
1392,0,1,1,1,1,1,1,1,1
1393,0,1,1,1,1,1,1,1,1
1394,0,1,1,1,1,1,1,1,1
1395,0,1,1,1,1,1,1,1,1
1396,1,1,1,1,1,1,1,1,1
1397,1,1,1,1,1,1,1,1,1
1398,1,1,1,1,1,1,1,1,1
1399,1,1,1,1,1,1,1,1,1
1400,0,1,1,1,1,1,1,1,0
1401,0,1,1,1,1,1,1,1,0
1402,0,1,1,1,1,1,1,1,0
1403,0,1,1,1,1,1,1,1,0
1404,0,1,1,1,1,1,1,1,0
1405,0,1,1,1,1,1,1,1,0
1406,0,1,1,1,1,1,1,1,0
1407,0,1,1,1,1,1,1,1,0
1408,0,1,1,1,1,1,1,1,0
1409,0,1,1,1,1,1,1,1,0
1410,0,1,1,1,1,1,1,1,0
1411,0,1,1,1,1,1,1,1,0
1412,0,0,1,1,1,1,1,1,1
1413,0,0,1,1,1,1,1,1,1
1414,0,0,1,1,1,1,1,1,1
1415,0,0,1,1,1,1,1,1,1
1416,1,1,1,1,1,1,1,1,1
1417,1,1,1,1,1,1,1,1,1
1418,1,1,1,1,1,1,1,1,1
1419,1,1,1,1,1,1,1,1,1
1420,0,1,1,1,1,1,1,1,1
1421,0,1,1,1,1,1,1,1,1
1422,0,1,1,1,1,1,1,1,1
1423,0,1,1,1,1,1,1,1,1
1424,0,1,1,1,1,1,1,1,1
1425,0,1,1,1,1,1,1,1,1
1426,0,1,1,1,1,1,1,1,1
1427,0,1,1,1,1,1,1,1,1
1428,0,1,1,1,1,1,1,1,1
1429,0,1,1,1,1,1,1,1,1
1430,0,1,1,1,1,1,1,1,1
1431,0,1,1,1,1,1,1,1,1
1432,1,1,1,1,1,1,1,1,1
1433,1,1,1,1,1,1,1,1,1
1434,1,1,1,1,1,1,1,1,1
1435,1,1,1,1,1,1,1,1,1
1436,0,1,1,1,1,1,1,1,0
1437,0,1,1,1,1,1,1,1,0
1438,0,1,1,1,1,1,1,1,0
1439,0,1,1,1,1,1,1,1,0
1440,1,1,1,1,1,1,1,1,1
1441,1,1,1,1,1,1,1,1,1
1442,1,1,1,1,1,1,1,1,1
1443,1,1,1,1,1,1,1,1,1
1444,0,1,1,0,1,1,1,1,1
1445,0,1,1,0,1,1,1,1,1
1446,0,1,1,0,1,1,1,1,1
1447,0,1,1,0,1,1,1,1,1
1448,0,1,1,0,1,1,1,1,0
1449,0,1,1,0,1,1,1,1,0
1450,0,1,1,0,1,1,1,1,0
1451,0,1,1,0,1,1,1,1,0
1452,0,1,1,1,1,1,1,1,0
1453,0,1,1,1,1,1,1,1,0
1454,0,1,1,1,1,1,1,1,0
1455,0,1,1,1,1,1,1,1,0
1456,0,1,1,1,1,1,1,1,1
1457,0,1,1,1,1,1,1,1,1
1458,0,1,1,1,1,1,1,1,1
1459,0,1,1,1,1,1,1,1,1
1460,0,1,1,1,1,1,1,1,0
1461,0,1,1,1,1,1,1,1,0
1462,0,1,1,1,1,1,1,1,0
1463,0,1,1,1,1,1,1,1,0
1464,0,1,1,1,1,1,1,1,1
1465,0,1,1,1,1,1,1,1,1
1466,0,1,1,1,1,1,1,1,1
1467,0,1,1,1,1,1,1,1,1
1468,0,1,1,1,1,1,1,1,0
1469,0,1,1,1,1,1,1,1,0
1470,0,1,1,1,1,1,1,1,0
1471,0,1,1,1,1,1,1,1,0
1472,0,1,0,1,1,1,1,1,1
1473,0,1,0,1,1,1,1,1,1
1474,0,1,0,1,1,1,1,1,1
1475,0,1,0,1,1,1,1,1,1
1476,0,1,1,1,1,1,1,1,1
1477,0,1,1,1,1,1,1,1,1
1478,0,1,1,1,1,1,1,1,1
1479,0,1,1,1,1,1,1,1,1
1480,0,1,1,1,1,1,1,1,1
1481,0,1,1,1,1,1,1,1,1
1482,0,1,1,1,1,1,1,1,1
1483,0,1,1,1,1,1,1,1,1
1484,0,1,1,1,1,1,1,1,1
1485,0,1,1,1,1,1,1,1,1
1486,0,1,1,1,1,1,1,1,1
1487,0,1,1,1,1,1,1,1,1
1488,0,1,1,1,1,1,1,1,1
1489,0,1,1,1,1,1,1,1,1
1490,0,1,1,1,1,1,1,1,1
1491,0,1,1,1,1,1,1,1,1
1492,0,1,1,1,1,1,1,1,1
1493,0,1,1,1,1,1,1,1,1
1494,0,1,1,1,1,1,1,1,1
1495,0,1,1,1,1,1,1,1,1
1496,0,1,1,1,1,1,1,1,0
1497,0,1,1,1,1,1,1,1,0
1498,0,1,1,1,1,1,1,1,0
1499,0,1,1,1,1,1,1,1,0
1500,0,1,1,1,1,1,1,1,0
1501,0,1,1,1,1,1,1,1,0
1502,0,1,1,1,1,1,1,1,0
1503,0,1,1,1,1,1,1,1,0
1504,1,1,1,1,1,1,1,1,0
1505,1,1,1,1,1,1,1,1,0
1506,1,1,1,1,1,1,1,1,0
1507,1,1,1,1,1,1,1,1,0
1508,0,1,1,1,1,1,1,1,1
1509,0,1,1,1,1,1,1,1,1
1510,0,1,1,1,1,1,1,1,1
1511,0,1,1,1,1,1,1,1,1
1512,0,1,1,1,1,1,1,1,1
1513,0,1,1,1,1,1,1,1,1
1514,0,1,1,1,1,1,1,1,1
1515,0,1,1,1,1,1,1,1,1
1516,0,1,1,1,1,1,1,1,1
1517,0,1,1,1,1,1,1,1,1
1518,0,1,1,1,1,1,1,1,1
1519,0,1,1,1,1,1,1,1,1
1520,0,1,1,1,1,1,0,1,1
1521,0,1,1,1,1,1,0,1,1
1522,0,1,1,1,1,1,0,1,1
1523,0,1,1,1,1,1,0,1,1
1524,1,1,1,1,1,1,1,1,1
1525,1,1,1,1,1,1,1,1,1
1526,1,1,1,1,1,1,1,1,1
1527,1,1,1,1,1,1,1,1,1
1528,1,1,1,1,1,1,1,1,1
1529,1,1,1,1,1,1,1,1,1
1530,1,1,1,1,1,1,1,1,1
1531,1,1,1,1,1,1,1,1,1
1532,1,1,1,1,1,1,1,1,1
1533,1,1,1,1,1,1,1,1,1
1534,1,1,1,1,1,1,1,1,1
1535,1,1,1,1,1,1,1,1,1
1536,1,1,1,1,1,1,1,1,0
1537,1,1,1,1,1,1,1,1,0
1538,1,1,1,1,1,1,1,1,0
1539,1,1,1,1,1,1,1,1,0
1540,0,1,1,1,1,1,1,1,1
1541,0,1,1,1,1,1,1,1,1
1542,0,1,1,1,1,1,1,1,1
1543,0,1,1,1,1,1,1,1,1
1544,0,1,1,0,1,1,1,1,0
1545,0,1,1,0,1,1,1,1,0
1546,0,1,1,0,1,1,1,1,0
1547,0,1,1,0,1,1,1,1,0
1548,0,1,1,1,1,1,1,1,0
1549,0,1,1,1,1,1,1,1,0
1550,0,1,1,1,1,1,1,1,0
1551,0,1,1,1,1,1,1,1,0
1552,0,1,1,0,1,1,1,1,1
1553,0,1,1,0,1,1,1,1,1
1554,0,1,1,0,1,1,1,1,1
1555,0,1,1,0,1,1,1,1,1
1556,0,1,1,1,1,1,1,1,0
1557,0,1,1,1,1,1,1,1,0
1558,0,1,1,1,1,1,1,1,0
1559,0,1,1,1,1,1,1,1,0
1560,0,1,1,1,1,1,1,1,0
1561,0,1,1,1,1,1,1,1,0
1562,0,1,1,1,1,1,1,1,0
1563,0,1,1,1,1,1,1,1,0
1564,0,1,1,1,1,1,1,1,1
1565,0,1,1,1,1,1,1,1,1
1566,0,1,1,1,1,1,1,1,1
1567,0,1,1,1,1,1,1,1,1
1568,0,1,1,1,1,1,1,1,1
1569,0,1,1,1,1,1,1,1,1
1570,0,1,1,1,1,1,1,1,1
1571,0,1,1,1,1,1,1,1,1
1572,0,1,1,0,1,1,1,1,1
1573,0,1,1,0,1,1,1,1,1
1574,0,1,1,0,1,1,1,1,1
1575,0,1,1,0,1,1,1,1,1
1576,0,1,1,1,1,1,1,1,1
1577,0,1,1,1,1,1,1,1,1
1578,0,1,1,1,1,1,1,1,1
1579,0,1,1,1,1,1,1,1,1
1580,1,1,1,1,1,1,1,1,0
1581,1,1,1,1,1,1,1,1,0
1582,1,1,1,1,1,1,1,1,0
1583,1,1,1,1,1,1,1,1,0
1584,1,1,1,1,1,1,1,1,1
1585,1,1,1,1,1,1,1,1,1
1586,1,1,1,1,1,1,1,1,1
1587,1,1,1,1,1,1,1,1,1
1588,0,1,1,1,1,1,1,1,1
1589,0,1,1,1,1,1,1,1,1
1590,0,1,1,1,1,1,1,1,1
1591,0,1,1,1,1,1,1,1,1
1592,1,1,1,1,1,1,1,1,1
1593,1,1,1,1,1,1,1,1,1
1594,1,1,1,1,1,1,1,1,1
1595,1,1,1,1,1,1,1,1,1
1596,0,1,1,1,1,1,1,1,0
1597,0,1,1,1,1,1,1,1,0
1598,0,1,1,1,1,1,1,1,0
1599,0,1,1,1,1,1,1,1,0
1600,0,1,1,1,1,1,1,1,1
1601,0,1,1,1,1,1,1,1,1
1602,0,1,1,1,1,1,1,1,1
1603,0,1,1,1,1,1,1,1,1
1604,0,1,1,1,1,1,1,1,1
1605,0,1,1,1,1,1,1,1,1
1606,0,1,1,1,1,1,1,1,1
1607,0,1,1,1,1,1,1,1,1
1608,0,1,1,1,1,1,1,1,0
1609,0,1,1,1,1,1,1,1,0
1610,0,1,1,1,1,1,1,1,0
1611,0,1,1,1,1,1,1,1,0
1612,0,1,1,1,1,1,1,1,0
1613,0,1,1,1,1,1,1,1,0
1614,0,1,1,1,1,1,1,1,0
1615,0,1,1,1,1,1,1,1,0
1616,0,1,1,0,1,1,1,1,1
1617,0,1,1,0,1,1,1,1,1
1618,0,1,1,0,1,1,1,1,1
1619,0,1,1,0,1,1,1,1,1
1620,0,1,1,1,1,1,1,1,0
1621,0,1,1,1,1,1,1,1,0
1622,0,1,1,1,1,1,1,1,0
1623,0,1,1,1,1,1,1,1,0
1624,0,1,1,1,1,1,1,1,1
1625,0,1,1,1,1,1,1,1,1
1626,0,1,1,1,1,1,1,1,1
1627,0,1,1,1,1,1,1,1,1
1628,1,1,1,1,1,1,1,1,1
1629,1,1,1,1,1,1,1,1,1
1630,1,1,1,1,1,1,1,1,1
1631,1,1,1,1,1,1,1,1,1
1632,0,1,1,1,1,1,1,1,1
1633,0,1,1,1,1,1,1,1,1
1634,0,1,1,1,1,1,1,1,1
1635,0,1,1,1,1,1,1,1,1
1636,0,1,1,1,1,1,1,1,1
1637,0,1,1,1,1,1,1,1,1
1638,0,1,1,1,1,1,1,1,1
1639,0,1,1,1,1,1,1,1,1
1640,0,1,1,1,1,1,1,1,1
1641,0,1,1,1,1,1,1,1,1
1642,0,1,1,1,1,1,1,1,1
1643,0,1,1,1,1,1,1,1,1
1644,0,1,1,1,1,1,0,1,0
1645,0,1,1,1,1,1,0,1,0
1646,0,1,1,1,1,1,0,1,0
1647,0,1,1,1,1,1,0,1,0
1648,1,1,1,1,1,1,1,1,1
1649,1,1,1,1,1,1,1,1,1
1650,1,1,1,1,1,1,1,1,1
1651,1,1,1,1,1,1,1,1,1
1652,0,1,1,1,1,1,1,1,0
1653,0,1,1,1,1,1,1,1,0
1654,0,1,1,1,1,1,1,1,0
1655,0,1,1,1,1,1,1,1,0
1656,0,1,1,1,1,1,1,1,1
1657,0,1,1,1,1,1,1,1,1
1658,0,1,1,1,1,1,1,1,1
1659,0,1,1,1,1,1,1,1,1
1660,0,1,1,1,1,1,1,1,1
1661,0,1,1,1,1,1,1,1,1
1662,0,1,1,1,1,1,1,1,1
1663,0,1,1,1,1,1,1,1,1
1664,1,1,1,1,1,1,1,1,1
1665,1,1,1,1,1,1,1,1,1
1666,1,1,1,1,1,1,1,1,1
1667,1,1,1,1,1,1,1,1,1
1668,0,1,1,1,1,1,1,1,1
1669,0,1,1,1,1,1,1,1,1
1670,0,1,1,1,1,1,1,1,1
1671,0,1,1,1,1,1,1,1,1
1672,0,0,1,1,1,1,1,1,1
1673,0,0,1,1,1,1,1,1,1
1674,0,0,1,1,1,1,1,1,1
1675,0,0,1,1,1,1,1,1,1
1676,0,1,1,1,1,1,1,1,1
1677,0,1,1,1,1,1,1,1,1
1678,0,1,1,1,1,1,1,1,1
1679,0,1,1,1,1,1,1,1,1
1680,0,1,1,1,1,1,1,1,1
1681,0,1,1,1,1,1,1,1,1
1682,0,1,1,1,1,1,1,1,1
1683,0,1,1,1,1,1,1,1,1
1684,1,1,1,1,1,1,1,1,0
1685,1,1,1,1,1,1,1,1,0
1686,1,1,1,1,1,1,1,1,0
1687,1,1,1,1,1,1,1,1,0
1688,0,1,1,1,1,1,1,1,1
1689,0,1,1,1,1,1,1,1,1
1690,0,1,1,1,1,1,1,1,1
1691,0,1,1,1,1,1,1,1,1
1692,0,1,1,1,1,1,1,1,1
1693,0,1,1,1,1,1,1,1,1
1694,0,1,1,1,1,1,1,1,1
1695,0,1,1,1,1,1,1,1,1
1696,0,1,1,0,1,1,1,1,1
1697,0,1,1,0,1,1,1,1,1
1698,0,1,1,0,1,1,1,1,1
1699,0,1,1,0,1,1,1,1,1
1700,0,1,1,1,1,1,1,1,0
1701,0,1,1,1,1,1,1,1,0
1702,0,1,1,1,1,1,1,1,0
1703,0,1,1,1,1,1,1,1,0
1704,0,1,1,1,1,1,1,1,1
1705,0,1,1,1,1,1,1,1,1
1706,0,1,1,1,1,1,1,1,1
1707,0,1,1,1,1,1,1,1,1
1708,0,1,1,1,1,1,1,1,0
1709,0,1,1,1,1,1,1,1,0
1710,0,1,1,1,1,1,1,1,0
1711,0,1,1,1,1,1,1,1,0
1712,1,1,1,1,1,1,1,1,0
1713,1,1,1,1,1,1,1,1,0
1714,1,1,1,1,1,1,1,1,0
1715,1,1,1,1,1,1,1,1,0
1716,0,1,1,1,1,1,1,1,1
1717,0,1,1,1,1,1,1,1,1
1718,0,1,1,1,1,1,1,1,1
1719,0,1,1,1,1,1,1,1,1
1720,0,0,1,1,1,1,1,1,0
1721,0,0,1,1,1,1,1,1,0
1722,0,0,1,1,1,1,1,1,0
1723,0,0,1,1,1,1,1,1,0
1724,0,1,1,1,1,1,1,1,1
1725,0,1,1,1,1,1,1,1,1
1726,0,1,1,1,1,1,1,1,1
1727,0,1,1,1,1,1,1,1,1
1728,0,1,1,1,1,1,1,1,1
1729,0,1,1,1,1,1,1,1,1
1730,0,1,1,1,1,1,1,1,1
1731,0,1,1,1,1,1,1,1,1
1732,0,1,1,0,1,0,1,1,1
1733,0,1,1,0,1,0,1,1,1
1734,0,1,1,0,1,0,1,1,1
1735,0,1,1,0,1,0,1,1,1
1736,0,1,1,1,1,1,1,1,0
1737,0,1,1,1,1,1,1,1,0
1738,0,1,1,1,1,1,1,1,0
1739,0,1,1,1,1,1,1,1,0
1740,1,1,1,1,1,1,1,1,0
1741,1,1,1,1,1,1,1,1,0
1742,1,1,1,1,1,1,1,1,0
1743,1,1,1,1,1,1,1,1,0
1744,0,1,1,1,1,1,1,1,0
1745,0,1,1,1,1,1,1,1,0
1746,0,1,1,1,1,1,1,1,0
1747,0,1,1,1,1,1,1,1,0
1748,0,0,1,1,1,1,1,1,1
1749,0,0,1,1,1,1,1,1,1
1750,0,0,1,1,1,1,1,1,1
1751,0,0,1,1,1,1,1,1,1
1752,1,1,1,1,1,1,1,1,1
1753,1,1,1,1,1,1,1,1,1
1754,1,1,1,1,1,1,1,1,1
1755,1,1,1,1,1,1,1,1,1
1756,0,1,1,1,1,1,1,1,1
1757,0,1,1,1,1,1,1,1,1
1758,0,1,1,1,1,1,1,1,1
1759,0,1,1,1,1,1,1,1,1
1760,0,1,1,1,1,1,1,1,0
1761,0,1,1,1,1,1,1,1,0
1762,0,1,1,1,1,1,1,1,0
1763,0,1,1,1,1,1,1,1,0
1764,0,1,1,1,1,1,1,1,0
1765,0,1,1,1,1,1,1,1,0
1766,0,1,1,1,1,1,1,1,0
1767,0,1,1,1,1,1,1,1,0
1768,1,1,1,1,1,1,1,1,1
1769,1,1,1,1,1,1,1,1,1
1770,1,1,1,1,1,1,1,1,1
1771,1,1,1,1,1,1,1,1,1
1772,0,1,1,1,1,1,1,1,0
1773,0,1,1,1,1,1,1,1,0
1774,0,1,1,1,1,1,1,1,0
1775,0,1,1,1,1,1,1,1,0
1776,0,1,1,1,1,1,1,1,0
1777,0,1,1,1,1,1,1,1,0
1778,0,1,1,1,1,1,1,1,0
1779,0,1,1,1,1,1,1,1,0
1780,0,1,1,1,1,1,1,1,0
1781,0,1,1,1,1,1,1,1,0
1782,0,1,1,1,1,1,1,1,0
1783,0,1,1,1,1,1,1,1,0
1784,0,1,1,1,1,1,1,1,1
1785,0,1,1,1,1,1,1,1,1
1786,0,1,1,1,1,1,1,1,1
1787,0,1,1,1,1,1,1,1,1
1788,1,1,1,0,1,1,1,1,1
1789,1,1,1,0,1,1,1,1,1
1790,1,1,1,0,1,1,1,1,1
1791,1,1,1,0,1,1,1,1,1
1792,1,1,1,1,1,1,1,1,1
1793,1,1,1,1,1,1,1,1,1
1794,1,1,1,1,1,1,1,1,1
1795,1,1,1,1,1,1,1,1,1
1796,0,1,1,1,1,1,1,1,0
1797,0,1,1,1,1,1,1,1,0
1798,0,1,1,1,1,1,1,1,0
1799,0,1,1,1,1,1,1,1,0
1800,0,1,1,1,1,1,1,1,0
1801,0,1,1,1,1,1,1,1,0
1802,0,1,1,1,1,1,1,1,0
1803,0,1,1,1,1,1,1,1,0
1804,0,1,1,1,1,1,1,1,0
1805,0,1,1,1,1,1,1,1,0
1806,0,1,1,1,1,1,1,1,0
1807,0,1,1,1,1,1,1,1,0
1808,1,1,1,1,1,1,1,1,0
1809,1,1,1,1,1,1,1,1,0
1810,1,1,1,1,1,1,1,1,0
1811,1,1,1,1,1,1,1,1,0
1812,0,1,1,1,1,1,1,1,1
1813,0,1,1,1,1,1,1,1,1
1814,0,1,1,1,1,1,1,1,1
1815,0,1,1,1,1,1,1,1,1
1816,0,1,1,1,1,1,1,1,1
1817,0,1,1,1,1,1,1,1,1
1818,0,1,1,1,1,1,1,1,1
1819,0,1,1,1,1,1,1,1,1
1820,0,1,1,1,1,1,1,1,0
1821,0,1,1,1,1,1,1,1,0
1822,0,1,1,1,1,1,1,1,0
1823,0,1,1,1,1,1,1,1,0
1824,0,1,1,1,1,1,1,1,0
1825,0,1,1,1,1,1,1,1,0
1826,0,1,1,1,1,1,1,1,0
1827,0,1,1,1,1,1,1,1,0
1828,0,1,1,1,1,1,1,1,1
1829,0,1,1,1,1,1,1,1,1
1830,0,1,1,1,1,1,1,1,1
1831,0,1,1,1,1,1,1,1,1
1832,0,1,1,1,1,1,1,1,1
1833,0,1,1,1,1,1,1,1,1
1834,0,1,1,1,1,1,1,1,1
1835,0,1,1,1,1,1,1,1,1
1836,1,1,1,1,1,1,1,1,1
1837,1,1,1,1,1,1,1,1,1
1838,1,1,1,1,1,1,1,1,1
1839,1,1,1,1,1,1,1,1,1
1840,0,1,1,1,1,1,1,1,1
1841,0,1,1,1,1,1,1,1,1
1842,0,1,1,1,1,1,1,1,1
1843,0,1,1,1,1,1,1,1,1
1844,0,1,1,1,1,1,1,1,0
1845,0,1,1,1,1,1,1,1,0
1846,0,1,1,1,1,1,1,1,0
1847,0,1,1,1,1,1,1,1,0
1848,0,1,1,1,1,1,1,1,0
1849,0,1,1,1,1,1,1,1,0
1850,0,1,1,1,1,1,1,1,0
1851,0,1,1,1,1,1,1,1,0
1852,0,1,1,1,1,1,1,1,1
1853,0,1,1,1,1,1,1,1,1
1854,0,1,1,1,1,1,1,1,1
1855,0,1,1,1,1,1,1,1,1
1856,0,1,1,1,1,1,1,1,1
1857,0,1,1,1,1,1,1,1,1
1858,0,1,1,1,1,1,1,1,1
1859,0,1,1,1,1,1,1,1,1
1860,0,1,1,1,1,1,1,1,1
1861,0,1,1,1,1,1,1,1,1
1862,0,1,1,1,1,1,1,1,1
1863,0,1,1,1,1,1,1,1,1
1864,0,1,1,1,1,0,1,1,1
1865,0,1,1,1,1,0,1,1,1
1866,0,1,1,1,1,0,1,1,1
1867,0,1,1,1,1,0,1,1,1
1868,0,1,1,1,1,1,1,1,1
1869,0,1,1,1,1,1,1,1,1
1870,0,1,1,1,1,1,1,1,1
1871,0,1,1,1,1,1,1,1,1
1872,0,1,1,1,1,1,1,1,1
1873,0,1,1,1,1,1,1,1,1
1874,0,1,1,1,1,1,1,1,1
1875,0,1,1,1,1,1,1,1,1
1876,0,1,1,1,1,1,1,1,1
1877,0,1,1,1,1,1,1,1,1
1878,0,1,1,1,1,1,1,1,1
1879,0,1,1,1,1,1,1,1,1
1880,0,1,1,1,1,1,1,1,1
1881,0,1,1,1,1,1,1,1,1
1882,0,1,1,1,1,1,1,1,1
1883,0,1,1,1,1,1,1,1,1
1884,1,1,1,1,1,1,1,1,0
1885,1,1,1,1,1,1,1,1,0
1886,1,1,1,1,1,1,1,1,0
1887,1,1,1,1,1,1,1,1,0
1888,0,1,1,1,1,1,1,1,1
1889,0,1,1,1,1,1,1,1,1
1890,0,1,1,1,1,1,1,1,1
1891,0,1,1,1,1,1,1,1,1
1892,0,1,1,1,1,1,1,1,1
1893,0,1,1,1,1,1,1,1,1
1894,0,1,1,1,1,1,1,1,1
1895,0,1,1,1,1,1,1,1,1
1896,0,1,1,1,1,1,1,1,1
1897,0,1,1,1,1,1,1,1,1
1898,0,1,1,1,1,1,1,1,1
1899,0,1,1,1,1,1,1,1,1
1900,0,1,1,1,1,1,1,1,1
1901,0,1,1,1,1,1,1,1,1
1902,0,1,1,1,1,1,1,1,1
1903,0,1,1,1,1,1,1,1,1
1904,0,1,1,1,1,1,1,1,1
1905,0,1,1,1,1,1,1,1,1
1906,0,1,1,1,1,1,1,1,1
1907,0,1,1,1,1,1,1,1,1
1908,1,1,1,1,1,1,1,1,1
1909,1,1,1,1,1,1,1,1,1
1910,1,1,1,1,1,1,1,1,1
1911,1,1,1,1,1,1,1,1,1
1912,0,1,1,1,1,1,1,1,1
1913,0,1,1,1,1,1,1,1,1
1914,0,1,1,1,1,1,1,1,1
1915,0,1,1,1,1,1,1,1,1
1916,0,1,1,1,1,1,1,1,1
1917,0,1,1,1,1,1,1,1,1
1918,0,1,1,1,1,1,1,1,1
1919,0,1,1,1,1,1,1,1,1
1920,0,1,1,1,1,1,1,1,1
1921,0,1,1,1,1,1,1,1,1
1922,0,1,1,1,1,1,1,1,1
1923,0,1,1,1,1,1,1,1,1
1924,0,1,1,1,1,1,1,1,1
1925,0,1,1,1,1,1,1,1,1
1926,0,1,1,1,1,1,1,1,1
1927,0,1,1,1,1,1,1,1,1
1928,0,1,1,1,1,1,1,1,1
1929,0,1,1,1,1,1,1,1,1
1930,0,1,1,1,1,1,1,1,1
1931,0,1,1,1,1,1,1,1,1
1932,1,1,1,1,1,1,1,1,1
1933,1,1,1,1,1,1,1,1,1
1934,1,1,1,1,1,1,1,1,1
1935,1,1,1,1,1,1,1,1,1
1936,1,1,1,1,1,1,1,1,1
1937,1,1,1,1,1,1,1,1,1
1938,1,1,1,1,1,1,1,1,1
1939,1,1,1,1,1,1,1,1,1
1940,0,1,1,1,1,1,1,1,1
1941,0,1,1,1,1,1,1,1,1
1942,0,1,1,1,1,1,1,1,1
1943,0,1,1,1,1,1,1,1,1
1944,0,1,1,1,1,1,1,1,0
1945,0,1,1,1,1,1,1,1,0
1946,0,1,1,1,1,1,1,1,0
1947,0,1,1,1,1,1,1,1,0
1948,0,1,1,1,1,1,1,1,1
1949,0,1,1,1,1,1,1,1,1
1950,0,1,1,1,1,1,1,1,1
1951,0,1,1,1,1,1,1,1,1
1952,1,1,1,1,1,1,1,1,1
1953,1,1,1,1,1,1,1,1,1
1954,1,1,1,1,1,1,1,1,1
1955,1,1,1,1,1,1,1,1,1
1956,0,1,1,0,1,1,1,1,1
1957,0,1,1,0,1,1,1,1,1
1958,0,1,1,0,1,1,1,1,1
1959,0,1,1,0,1,1,1,1,1
1960,0,1,1,1,1,1,1,1,1
1961,0,1,1,1,1,1,1,1,1
1962,0,1,1,1,1,1,1,1,1
1963,0,1,1,1,1,1,1,1,1
1964,0,1,1,1,1,1,1,1,1
1965,0,1,1,1,1,1,1,1,1
1966,0,1,1,1,1,1,1,1,1
1967,0,1,1,1,1,1,1,1,1
1968,0,1,1,1,1,1,1,1,0
1969,0,1,1,1,1,1,1,1,0
1970,0,1,1,1,1,1,1,1,0
1971,0,1,1,1,1,1,1,1,0
1972,1,1,1,1,1,1,1,1,0
1973,1,1,1,1,1,1,1,1,0
1974,1,1,1,1,1,1,1,1,0
1975,1,1,1,1,1,1,1,1,0
1976,0,1,1,1,1,1,1,1,1
1977,0,1,1,1,1,1,1,1,1
1978,0,1,1,1,1,1,1,1,1
1979,0,1,1,1,1,1,1,1,1
1980,0,1,1,1,1,1,1,1,1
1981,0,1,1,1,1,1,1,1,1
1982,0,1,1,1,1,1,1,1,1
1983,0,1,1,1,1,1,1,1,1
1984,0,1,1,1,1,1,1,1,0
1985,0,1,1,1,1,1,1,1,0
1986,0,1,1,1,1,1,1,1,0
1987,0,1,1,1,1,1,1,1,0
1988,0,1,1,1,1,1,1,1,1
1989,0,1,1,1,1,1,1,1,1
1990,0,1,1,1,1,1,1,1,1
1991,0,1,1,1,1,1,1,1,1
1992,0,1,1,0,1,1,1,1,1
1993,0,1,1,0,1,1,1,1,1
1994,0,1,1,0,1,1,1,1,1
1995,0,1,1,0,1,1,1,1,1
1996,0,1,1,1,1,1,1,1,0
1997,0,1,1,1,1,1,1,1,0
1998,0,1,1,1,1,1,1,1,0
1999,0,1,1,1,1,1,1,1,0
2000,1,1,1,1,1,1,1,1,1
2001,1,1,1,1,1,1,1,1,1
2002,1,1,1,1,1,1,1,1,1
2003,1,1,1,1,1,1,1,1,1
2004,0,1,1,1,1,1,1,1,1
2005,0,1,1,1,1,1,1,1,1
2006,0,1,1,1,1,1,1,1,1
2007,0,1,1,1,1,1,1,1,1
2008,1,1,1,1,1,1,1,1,1
2009,1,1,1,1,1,1,1,1,1
2010,1,1,1,1,1,1,1,1,1
2011,1,1,1,1,1,1,1,1,1
2012,0,1,1,1,1,1,1,1,1
2013,0,1,1,1,1,1,1,1,1
2014,0,1,1,1,1,1,1,1,1
2015,0,1,1,1,1,1,1,1,1
2016,0,1,1,1,1,0,1,1,1
2017,0,1,1,1,1,0,1,1,1
2018,0,1,1,1,1,0,1,1,1
2019,0,1,1,1,1,0,1,1,1
2020,0,1,1,1,1,1,1,1,0
2021,0,1,1,1,1,1,1,1,0
2022,0,1,1,1,1,1,1,1,0
2023,0,1,1,1,1,1,1,1,0
2024,0,1,1,1,1,1,1,1,0
2025,0,1,1,1,1,1,1,1,0
2026,0,1,1,1,1,1,1,1,0
2027,0,1,1,1,1,1,1,1,0
2028,0,1,1,1,1,1,1,1,0
2029,0,1,1,1,1,1,1,1,0
2030,0,1,1,1,1,1,1,1,0
2031,0,1,1,1,1,1,1,1,0
2032,0,1,1,1,1,1,1,1,1
2033,0,1,1,1,1,1,1,1,1
